id,ori,agency,year,pop,murd,rape,robb,aggr,burg,larc,moto,viol,prop,totl
25,OHCLP00,cleveland OH,2009,429238,83,371,3555,1976,9239,10923,4044,5994,24607,30601
25,OHCLP00,cleveland OH,2010,396815,81,333,3181,1923,9871,10131,3510,5529,23891,29420
25,OHCLP00,cleveland OH,2011,397106,74,350,3157,1844,10724,10598,4096,5431,25737,31168
25,OHCLP00,cleveland OH,2012,393781,85,371,3257,1754,9782,10902,3778,5469,24765,30234
25,OHCLP00,cleveland OH,2013,389181,58,433,3496,1792,8279,10853,4135,5782,23584,29366
25,OHCLP00,cleveland OH,2014,388655,63,493,2992,1655,6963,10403,3850,5205,21520,26725
25,OHCLP00,cleveland OH,2015,387921,78,373,2458,1594,4525,8261,2751,4506,15787,20293
25,OHCLP00,cleveland OH,2016,386227,135,487,2980,2696,6333,10001,4199,6299,20851,27150
25,OHCLP00,cleveland OH,2017,385351,107,496,2697,2698,5853,9696,3395,5999,19197,25196
25,OHCLP00,cleveland OH,2018,384666,86,494,2113,3261,4666,9451,2984,5958,17266,23224
25,OHCLP00,cleveland OH,2019,381829,92,473,1895,3325,4311,9968,2778,5791,17214,23005
25,OHCLP00,cleveland OH,2020,379121,160,384,1593,4135,3692,8800,2941,6281,15601,21882
26,CO02101,colorado springs CO,1990,281140,9,177,258,716,4064,14614,1155,1184,19945,21129
26,CO02101,colorado springs CO,1991,288188,25,212,387,742,3865,15000,1194,1385,20148,21533
26,CO02101,colorado springs CO,1992,296124,17,192,448,851,3783,13791,1078,1542,18758,20300
26,CO02101,colorado springs CO,1993,304438,19,223,389,882,3645,13391,1017,1555,18162,19717
26,CO02101,colorado springs CO,1994,312122,14,210,401,860,3033,15185,1090,1503,19428,20931
26,CO02101,colorado springs CO,1995,324441,18,189,416,925,3446,15549,1388,1566,20526,22092
26,CO02101,colorado springs CO,1996,331020,12,217,453,892,3304,14248,1376,1595,19080,20675
26,CO02101,colorado springs CO,1997,337080,24,0,503,924,3453,14351,1058,1695,18983,20678
26,CO02101,colorado springs CO,1998,357741,8,0,511,1145,3483,14211,1297,1931,19145,21076
26,CO02101,colorado springs CO,1999,352386,24,206,498,1101,2858,12424,1156,1850,16582,18432
26,CO02101,colorado springs CO,2000,360890,15,192,427,989,3074,11970,1240,1642,16284,17926
26,CO02101,colorado springs CO,2001,370661,14,206,436,1122,3000,12523,1339,1800,16998,18798
26,CO02101,colorado springs CO,2002,378114,25,215,460,1205,3888,13025,1612,1920,18663,20583
26,CO02101,colorado springs CO,2003,374818,17,223,424,1052,3364,13355,1817,1733,18728,20461
26,CO02101,colorado springs CO,2004,374576,14,258,350,979,3817,14450,2074,1615,20464,22079
26,CO02101,colorado springs CO,2005,374482,12,229,439,1088,3668,14162,1775,1788,19712,21500
26,CO02101,colorado springs CO,2006,376807,15,238,612,1266,3347,12940,1788,2143,18188,20331
26,CO02101,colorado springs CO,2007,374112,27,272,529,1144,3180,11888,1483,1986,16660,18646
26,CO02101,colorado springs CO,2008,378403,24,307,518,1115,3402,11540,1122,1990,16172,18162
26,CO02101,colorado springs CO,2009,401626,15,325,523,1084,3303,10346,1060,1968,14810,16778
26,CO02101,colorado springs CO,2010,416427,20,309,526,1092,3452,12053,1288,1961,16892,18853
26,CO02101,colorado springs CO,2011,423680,28,306,449,1068,3325,11378,1170,1865,15980,17845
26,CO02101,colorado springs CO,2012,432287,18,335,522,1067,3636,12455,1802,1965,17969,19934
26,CO02101,colorado springs CO,2013,436108,26,353,416,1060,3735,12509,1928,1872,18234,20106
26,CO02101,colorado springs CO,2014,444949,20,370,408,1199,2755,11920,1646,2027,16415,18442
26,CO02101,colorado springs CO,2015,452410,22,330,376,1241,2412,12372,1726,1980,16636,18616
26,CO02101,colorado springs CO,2016,464113,24,430,437,1394,2677,11776,2073,2301,16642,18943
26,CO02101,colorado springs CO,2017,472958,29,469,482,1479,2508,10571,2135,2479,15329,17808
26,CO02101,colorado springs CO,2018,471124,32,516,525,1605,2817,10859,2432,2705,16236,18941
26,CO02101,colorado springs CO,2019,479648,23,416,485,1867,2400,12095,3092,2806,17702,20508
26,CO02101,colorado springs CO,2020,485083,36,388,376,2084,2588,11374,2432,2896,16547,19443
27,SC04001,columbia SC,1990,98052,22,84,518,1318,1967,7563,1154,1961,10731,12692
27,SC04001,columbia SC,1991,99990,25,0,687,1202,2145,7912,1073,2033,11130,13163
27,SC04001,columbia SC,1992,99990,15,91,620,1197,1627,6901,826,1939,9369,11308
27,SC04001,columbia SC,1993,99929,22,67,667,1422,2101,7335,760,2206,10209,12415
27,SC04001,columbia SC,1994,100504,19,98,591,1398,1866,7614,672,2124,10180,12304
27,SC04001,columbia SC,1995,104457,9,71,684,1411,2260,7583,846,2194,10731,12925
27,SC04001,columbia SC,1996,105316,19,70,527,1282,1924,7569,954,1915,10481,12396
27,SC04001,columbia SC,1997,107181,12,59,510,1083,1623,8027,831,1670,10518,12188
27,SC04001,columbia SC,1998,115344,11,52,411,958,1509,7702,811,1439,10076,11515
27,SC04001,columbia SC,1999,112539,15,66,518,884,1296,7971,752,1493,10072,11565
27,SC04001,columbia SC,2000,115876,12,59,505,925,1204,6588,766,1511,8558,10069
27,SC04001,columbia SC,2001,117756,14,62,476,947,1486,7113,1014,1500,9627,11127
27,SC04001,columbia SC,2002,119036,11,85,502,966,1650,6311,924,1575,8895,10470
27,SC04001,columbia SC,2003,118536,15,61,459,813,1405,5948,824,1350,8192,9542
27,SC04001,columbia SC,2004,118798,18,69,465,962,1722,6785,819,1519,9355,10874
27,SC04001,columbia SC,2005,117911,15,50,381,866,1335,5534,843,1317,7738,9055
27,SC04001,columbia SC,2006,118909,7,48,382,894,1314,5244,669,1339,7255,8594
27,SC04001,columbia SC,2007,120549,15,60,342,891,1321,5329,633,1312,7312,8624
27,SC04001,columbia SC,2008,125485,13,55,336,682,1190,5044,652,1090,6911,8001
27,SC04001,columbia SC,2009,127884,13,66,379,879,1689,5357,693,1339,7751,9090
27,SC04001,columbia SC,2010,129272,16,81,346,856,1701,5548,677,1302,7937,9239
27,SC04001,columbia SC,2011,130777,10,84,341,636,1725,5134,778,1073,7655,8728
27,SC04001,columbia SC,2012,131833,9,62,390,791,1935,5359,803,1256,8116,9372
27,SC04001,columbia SC,2013,132240,8,60,333,553,1399,5808,793,956,8009,8965
27,SC04001,columbia SC,2014,134124,9,75,323,624,1114,5451,679,1036,7255,8291
27,SC04001,columbia SC,2015,132495,13,81,262,689,1112,5312,869,1051,7310,8361
27,SC04001,columbia SC,2016,134489,10,93,286,721,1114,5357,903,1116,7392,8508
27,SC04001,columbia SC,2017,134957,10,63,273,642,954,5389,791,991,7151,8142
27,SC04001,columbia SC,2018,133540,16,89,240,701,1035,5100,828,1055,6993,8048
27,SC04001,columbia SC,2019,133790,29,85,220,700,916,5216,895,1037,7042,8079
27,SC04001,columbia SC,2020,131777,19,84,206,680,728,4536,634,991,5915,6906
28,OHCOP00,columbus OH,1990,632910,89,558,3541,2745,14828,32387,8466,7022,56620,63642
28,OHCOP00,columbus OH,1991,638533,138,567,3747,2686,16398,32983,8176,7221,58394,65615
28,OHCOP00,columbus OH,1992,643028,113,599,3585,2647,15020,29210,6962,7029,52187,59216
28,OHCOP00,columbus OH,1993,646933,105,597,3887,2496,13055,29051,7070,7146,50205,57351
28,OHCOP00,columbus OH,1994,647860,100,584,3599,2383,13086,29776,6720,6761,50617,57378
28,OHCOP00,columbus OH,1995,638729,77,569,3329,2582,13146,31905,7040,6624,53006,59630
28,OHCOP00,columbus OH,1996,640297,89,509,3318,2238,13013,34244,7610,6216,55678,61894
28,OHCOP00,columbus OH,1997,641338,84,627,3104,2103,13453,35882,7118,5987,57231,63218
28,OHCOP00,columbus OH,1998,661227,78,622,2615,2040,13526,36338,7343,5401,58020,63421
28,OHCOP00,columbus OH,1999,673401,71,575,3026,2020,14090,34625,6822,5755,56366,62121
28,OHCOP00,columbus OH,2000,711470,67,516,3098,2255,13600,36316,7180,5998,57702,63700
28,OHCOP00,columbus OH,2001,712748,81,548,3364,2349,15740,38835,7576,6396,62627,69023
28,OHCOP00,columbus OH,2002,715739,81,608,3503,2242,16066,36063,7633,6499,59985,66484
28,OHCOP00,columbus OH,2003,726151,109,554,3332,2159,14650,33343,8345,6215,56500,62715
28,OHCOP00,columbus OH,2004,729911,78,479,3358,1905,14617,34111,8532,5939,57767,63706
28,OHCOP00,columbus OH,2005,730329,103,489,3810,1733,14714,32181,8014,6203,55374,61577
28,OHCOP00,columbus OH,2006,731547,85,470,3654,1615,14862,31041,6391,5952,52853,58805
28,OHCOP00,columbus OH,2007,735981,79,631,3855,1685,14429,31161,6251,6302,52479,58781
28,OHCOP00,columbus OH,2008,751887,100,599,3601,1509,14753,28485,5325,5854,49033,54887
28,OHCOP00,columbus OH,2009,759391,82,552,3399,1295,14616,30204,4192,5375,49444,54819
28,OHCOP00,columbus OH,2010,787033,95,516,3369,1434,15258,30906,4159,5472,50726,56198
28,OHCOP00,columbus OH,2011,787609,87,544,3251,1296,15232,30626,3635,5228,49731,54959
28,OHCOP00,columbus OH,2012,797384,71,551,3031,1116,14878,25802,3431,4808,44629,49437
28,OHCOP00,columbus OH,2013,816364,78,648,2463,1213,11789,25404,3383,4446,40945,45391
28,OHCOP00,columbus OH,2014,830811,85,727,2112,1656,9100,23495,2949,4640,35830,40470
28,OHCOP00,columbus OH,2015,847745,83,839,2264,1519,7268,23219,3140,4758,34032,38790
28,OHCOP00,columbus OH,2016,862515,91,809,2144,1398,7756,23800,3550,4500,35511,40011
28,OHCOP00,columbus OH,2017,872205,142,857,1963,1454,7111,23121,4176,4478,34787,39265
28,OHCOP00,columbus OH,2018,892576,109,855,1963,1615,6477,21692,3962,4583,32141,36724
28,OHCOP00,columbus OH,2019,906120,81,857,1810,1788,5809,20606,3559,4561,29985,34546
28,OHCOP00,columbus OH,2020,911383,174,787,1796,2278,5551,19874,3105,5064,28542,33606
29,CA01915,compton CA,1990,90454,78,93,1227,1719,1570,1573,1274,3139,4446,7585
29,CA01915,compton CA,1991,92338,87,54,1146,1233,1590,1663,1381,2536,4658,7194
29,CA01915,compton CA,1992,93818,58,67,1135,1115,1750,1794,1485,2393,5138,7531
29,CA01915,compton CA,1993,96586,62,66,969,998,1601,1745,1485,2104,4859,6963
29,CA01915,compton CA,1994,97266,81,56,881,1003,1401,1671,1537,2027,4631,6658
29,CA01915,compton CA,1995,96962,79,40,840,826,1616,1554,1397,1790,4588,6378
29,CA01915,compton CA,1996,97849,72,34,827,735,1283,1351,1208,1673,3860,5533
29,CA01915,compton CA,1997,99045,65,28,806,690,1247,1227,1103,1589,3595,5184
29,CA01915,compton CA,1998,93464,48,24,609,805,1279,1221,869,1491,3379,4870
29,CA01915,compton CA,1999,93621,54,27,529,889,1147,1320,895,1502,3401,4903
29,CA01915,compton CA,2000,93493,45,36,544,898,1098,1444,871,1525,3448,4973
29,CA01915,compton CA,2001,95231,46,41,641,1217,858,1557,898,1956,3446,5402
29,CA01915,compton CA,2002,96928,52,29,482,1239,738,1188,794,1810,2856,4666
29,CA01915,compton CA,2003,96562,43,37,444,1021,548,991,801,1549,2476,4025
29,CA01915,compton CA,2004,96941,39,24,466,1031,611,967,968,1564,2656,4220
29,CA01915,compton CA,2005,96874,65,31,474,1152,638,971,1006,1731,2706,4437
29,CA01915,compton CA,2006,96520,39,47,534,1049,578,931,902,1672,2510,4182
29,CA01915,compton CA,2007,95990,37,37,466,1078,636,1034,1135,1623,2887,4510
29,CA01915,compton CA,2008,94519,28,37,595,1067,896,1409,1028,1738,3428,5166
29,CA01915,compton CA,2009,93872,36,32,509,876,768,1355,928,1457,3142,4599
29,CA01915,compton CA,2010,96455,25,23,477,800,847,1223,714,1327,2825,4152
29,CA01915,compton CA,2011,97589,17,38,380,625,800,1202,863,1067,2904,3971
29,CA01915,compton CA,2012,98057,21,27,428,736,574,1006,819,1218,2439,3657
29,CA01915,compton CA,2013,97907,36,24,360,820,579,1160,799,1242,2577,3819
29,CA01915,compton CA,2014,98224,25,25,353,724,542,1366,711,1129,2670,3799
29,CA01915,compton CA,2015,99125,13,29,332,610,496,1147,767,988,2463,3451
29,CA01915,compton CA,2016,98861,35,37,365,691,371,1367,790,1129,2574,3703
29,CA01915,compton CA,2017,97728,21,32,441,669,411,1402,770,1164,2637,3801
29,CA01915,compton CA,2018,97775,22,33,424,690,362,1349,848,1174,2617,3791
29,CA01915,compton CA,2019,96638,18,36,427,619,334,1285,727,1104,2390,3494
29,CA01915,compton CA,2020,95513,18,46,284,774,222,1189,838,1125,2294,3419
30,TX17802,corpus christi TX,1990,257453,29,161,446,892,6131,17548,1249,1607,25078,26685
30,TX17802,corpus christi TX,1991,262947,32,145,595,1337,5829,17916,1546,2168,25446,27614
30,TX17802,corpus christi TX,1992,267601,30,121,509,1878,5246,18051,1750,2561,25225,27786
30,TX17802,corpus christi TX,1993,271654,34,192,509,1488,4600,18919,1672,2225,25405,27630
30,TX17802,corpus christi TX,1994,276880,13,178,492,1688,4248,19215,1349,2371,25013,27384
30,TX17802,corpus christi TX,1995,280605,31,206,504,2013,3785,21271,1454,2764,26705,29469
30,TX17802,corpus christi TX,1996,286660,18,228,485,2241,3773,22006,1668,3020,27663,30683
30,TX17802,corpus christi TX,1997,291321,18,135,428,2267,4371,20899,1633,2867,27043,29910
30,TX17802,corpus christi TX,1998,287360,17,137,352,1583,3858,15227,1330,2095,20556,22651
30,TX17802,corpus christi TX,1999,285506,15,172,388,1888,3521,12859,1510,2485,18032,20517
30,TX17802,corpus christi TX,2000,277454,17,172,437,1457,3537,12979,1389,2104,18075,20179
30,TX17802,corpus christi TX,2001,283750,19,190,582,1640,3999,14555,1515,2465,20193,22658
30,TX17802,corpus christi TX,2002,289803,19,221,511,1290,3581,14147,1446,2063,19323,21386
30,TX17802,corpus christi TX,2003,282850,21,199,592,1621,3757,15064,1280,2462,20241,22703
30,TX17802,corpus christi TX,2004,283898,25,198,531,1226,3985,14893,1062,1996,20064,22060
30,TX17802,corpus christi TX,2005,285821,8,189,481,1342,3357,15870,906,2048,20245,22293
30,TX17802,corpus christi TX,2006,291507,21,160,468,1414,3005,15261,872,2070,19266,21336
30,TX17802,corpus christi TX,2007,286428,17,212,497,1615,3407,14501,824,2367,18830,21197
30,TX17802,corpus christi TX,2008,286558,19,183,490,1525,3464,13503,685,2226,17748,19974
30,TX17802,corpus christi TX,2009,287507,12,203,459,1682,2976,12538,598,2365,16195,18560
30,TX17802,corpus christi TX,2010,305215,16,178,389,1472,2626,12027,448,2068,15206,17274
30,TX17802,corpus christi TX,2011,311637,12,186,370,1411,2668,11762,467,1987,14965,16952
30,TX17802,corpus christi TX,2012,312565,16,178,375,1482,2452,11166,443,2057,14100,16157
30,TX17802,corpus christi TX,2013,314523,18,143,390,1384,2595,11519,487,1939,14647,16586
30,TX17802,corpus christi TX,2014,319211,27,270,377,1410,2316,11233,561,2094,14160,16254
30,TX17802,corpus christi TX,2015,324326,17,266,394,1399,2188,8539,513,2092,11299,13391
30,TX17802,corpus christi TX,2016,327948,24,240,424,1621,2296,9246,656,2328,12251,14579
30,TX17802,corpus christi TX,2017,329256,21,221,470,1590,2232,8776,731,2313,11796,14109
30,TX17802,corpus christi TX,2018,328614,24,283,515,1654,2146,8913,916,2488,12045,14533
30,TX17802,corpus christi TX,2019,329320,31,257,496,1823,1961,8494,892,2616,11420,14036
30,TX17802,corpus christi TX,2020,329050,34,232,478,2028,2042,7824,881,2772,10835,13607
31,TXDPD00,dallas TX,1990,1006877,447,1150,10565,12194,32975,74229,24513,24550,133272,157822
31,TXDPD00,dallas TX,1991,1028362,500,1042,11254,13449,31513,71920,25085,26411,130045,156456
31,TXDPD00,dallas TX,1992,1046562,387,947,9532,10667,24806,63079,20515,21682,109771,131453
31,TXDPD00,dallas TX,1993,1042619,317,884,7420,9439,20975,54183,17465,18176,93947,112123
31,TXDPD00,dallas TX,1994,1062677,295,842,7077,8557,17860,48268,17693,16886,85189,102075
31,TXDPD00,dallas TX,1995,1042088,276,746,5899,8942,16705,49068,16882,15969,84082,100051
31,TXDPD00,dallas TX,1996,1060585,217,621,6122,9201,17960,49018,17143,16280,85808,102088
31,TXDPD00,dallas TX,1997,1077829,209,644,5626,8336,17755,50586,17368,14915,87239,102154
31,TXDPD00,dallas TX,1998,1087178,252,631,5878,9078,18755,49281,16626,15932,86042,101974
31,TXDPD00,dallas TX,1999,1091386,191,595,6357,8224,19629,52026,17854,15435,90907,106342
31,TXDPD00,dallas TX,2000,1188580,231,568,7046,8132,20300,50777,17931,16042,90388,106430
31,TXDPD00,dallas TX,2001,1215553,240,585,8330,8546,20635,53611,18984,17776,94885,112661
31,TXDPD00,dallas TX,2002,1241481,196,588,8041,8125,20351,56306,18365,17018,96589,113607
31,TXDPD00,dallas TX,2003,1230302,226,531,7963,8075,21927,58554,17419,16865,99201,116066
31,TXDPD00,dallas TX,2004,1228613,248,534,7466,7863,23126,55059,15881,16165,95207,111372
31,TXDPD00,dallas TX,2005,1230303,202,519,6882,7783,22363,52315,14277,15429,89939,105368
31,TXDPD00,dallas TX,2006,1248223,187,594,6914,7292,21653,50009,13930,15058,86650,101708
31,TXDPD00,dallas TX,2007,1239104,200,481,7222,5315,22472,47699,13791,13248,84871,98119
31,TXDPD00,dallas TX,2008,1276214,170,457,6466,4285,21149,42402,12208,11420,76659,88079
31,TXDPD00,dallas TX,2009,1290266,166,453,5501,4069,19428,41481,10455,10221,72122,82343
31,TXDPD00,dallas TX,2010,1197816,148,464,4487,4021,19594,36147,8384,9161,64767,73928
31,TXDPD00,dallas TX,2011,1223021,133,413,4066,3703,18727,35148,7984,8330,62455,70785
31,TXDPD00,dallas TX,2012,1241549,154,456,4093,3647,16090,31148,7062,8380,54881,63261
31,TXDPD00,dallas TX,2013,1255015,143,506,4202,3442,14516,30374,7384,8330,52729,61059
31,TXDPD00,dallas TX,2014,1272396,116,753,3856,3704,11685,26939,7045,8457,46054,54511
31,TXDPD00,dallas TX,2015,1301977,136,751,4177,3943,11121,26076,7594,9038,45140,54178
31,TXDPD00,dallas TX,2016,1320939,171,731,4604,4529,10948,26370,7592,10071,45279,55350
31,TXDPD00,dallas TX,2017,1338551,167,789,4377,4994,9874,24847,7913,10369,42985,53354
31,TXDPD00,dallas TX,2018,1362459,155,830,3986,5457,9126,25701,9683,10459,44707,55166
31,TXDPD00,dallas TX,2019,1363295,198,772,4400,6369,9210,25812,10257,11764,45423,57187
31,TXDPD00,dallas TX,2020,1363028,236,558,3292,7417,9917,26656,10401,11514,47154,58668
32,OH05702,dayton OH,1990,182044,47,296,1475,1246,4678,10155,2973,3089,17961,21050
32,OH05702,dayton OH,1991,183585,54,281,1675,1511,4808,9906,3330,3556,18328,21884
32,OH05702,dayton OH,1992,184877,57,262,1737,1265,4552,9624,2969,3357,17395,20752
32,OH05702,dayton OH,1993,184352,49,251,1475,1129,4303,9473,2939,2922,16975,19897
32,OH05702,dayton OH,1994,184534,57,230,1343,849,3939,8703,2508,2499,15442,17941
32,OH05702,dayton OH,1995,179327,39,216,1360,789,4022,9357,3145,2425,16784,19209
32,OH05702,dayton OH,1996,179680,38,185,1085,702,3720,8859,3236,2026,16052,18078
32,OH05702,dayton OH,1997,179888,34,209,1161,703,3719,8312,3120,2115,15361,17476
32,OH05702,dayton OH,1998,172023,21,165,1050,554,4047,8735,3437,1802,16442,18244
32,OH05702,dayton OH,1999,168180,27,165,971,610,3653,7629,2926,1789,14390,16179
32,OH05702,dayton OH,2000,166179,32,137,1180,701,3749,7435,3207,2065,14391,16456
32,OH05702,dayton OH,2001,166478,32,151,1091,797,4025,7553,3373,2078,15156,17234
32,OH05702,dayton OH,2002,167176,42,188,1068,727,3909,7347,2698,2036,14152,16188
32,OH05702,dayton OH,2003,162876,30,165,951,501,3821,6902,2545,1657,13441,15098
32,OH05702,dayton OH,2004,162024,32,121,914,559,3693,6656,2438,1632,12972,14604
32,OH05702,dayton OH,2005,160363,32,133,851,513,3234,6045,2211,1538,11633,13171
32,OH05702,dayton OH,2006,159067,39,120,810,755,3532,6082,2203,1729,11989,13718
32,OH05702,dayton OH,2007,155526,28,109,750,704,3278,5635,1589,1601,10674,12275
32,OH05702,dayton OH,2008,154218,35,101,809,727,3237,5080,1171,1678,9667,11345
32,OH05702,dayton OH,2009,152965,40,88,769,642,3248,4950,775,1542,9157,10699
32,OH05702,dayton OH,2010,141527,34,87,782,602,3390,4882,673,1511,9152,10663
32,OH05702,dayton OH,2011,141631,35,96,643,589,3144,4700,636,1370,8638,10008
32,OH05702,dayton OH,2012,142139,26,108,638,621,3060,4735,697,1401,8634,10035
32,OH05702,dayton OH,2013,141167,31,111,520,575,2627,4469,618,1240,7841,9081
32,OH05702,dayton OH,2014,143217,27,139,537,529,2990,4419,592,1237,8085,9322
32,OH05702,dayton OH,2015,140683,27,151,483,674,2432,4047,697,1339,7264,8603
32,OH05702,dayton OH,2016,140260,36,132,496,737,2269,4252,714,1402,7315,8717
32,OH05702,dayton OH,2017,140171,30,120,393,687,1779,3688,616,1232,6109,7341
32,OH05702,dayton OH,2018,140094,37,165,403,683,1701,3834,795,1292,6375,7667
32,OH05702,dayton OH,2019,140427,48,196,347,756,1533,3393,747,1351,5681,7032
32,OH05702,dayton OH,2020,140193,46,128,300,1045,1370,3234,787,1523,5399,6922
33,GA04402,dekalb co GA,1990,459611,36,310,1849,911,10074,24248,6566,3140,41126,44266
33,GA04402,dekalb co GA,1991,469883,62,263,2295,996,10281,25679,6206,3648,42376,46024
33,GA04402,dekalb co GA,1992,479230,52,352,2495,1137,10979,26486,6617,4079,44272,48351
33,GA04402,dekalb co GA,1993,486843,66,194,2477,1142,10502,25799,7033,3902,43546,47448
33,GA04402,dekalb co GA,1994,496555,68,181,2159,1099,9389,26506,6628,3534,42707,46241
33,GA04402,dekalb co GA,1995,500531,54,145,1836,891,7893,29284,7227,2952,44605,47557
33,GA04402,dekalb co GA,1996,511097,48,164,2227,896,9027,29722,7895,3367,46881,50248
33,GA04402,dekalb co GA,1997,520342,57,166,2482,1263,10034,26020,8592,4012,44783,48795
33,GA04402,dekalb co GA,1998,509571,64,110,1922,849,7950,22871,6875,2968,37880,40848
33,GA04402,dekalb co GA,1999,517244,36,134,1622,653,6836,19921,6325,2464,33232,35696
33,GA04402,dekalb co GA,2000,578736,49,72,1545,617,5522,16483,5095,2288,27241,29529
33,GA04402,dekalb co GA,2001,592696,71,0,1636,498,4876,13038,4174,2284,22253,24537
33,GA04402,dekalb co GA,2002,605165,74,96,1395,633,5109,12975,4599,2204,22876,25080
33,GA04402,dekalb co GA,2003,597812,80,134,1974,962,7548,19733,7266,3175,34695,37870
33,GA04402,dekalb co GA,2004,596921,79,0,1719,850,7637,12285,6431,2905,26473,29378
33,GA04402,dekalb co GA,2005,604011,75,119,1943,1374,7309,14531,6602,3518,28561,32079
33,GA04402,dekalb co GA,2006,608312,85,154,2179,2023,8062,14116,6541,4454,28894,33348
33,GA04402,dekalb co GA,2007,635588,108,158,2804,1563,10069,17902,6784,4644,34959,39603
33,GA04402,dekalb co GA,2008,641847,100,160,2936,1385,11474,19386,6523,4605,37599,42204
33,GA04402,dekalb co GA,2009,610030,58,146,2179,1182,9524,16078,4549,3582,30291,33873
33,GA04402,dekalb co GA,2010,560807,80,150,1931,1307,9639,15831,4590,3478,30174,33652
33,GA04402,dekalb co GA,2011,568191,64,129,1735,1220,10349,15631,4266,3160,30385,33545
33,GA04402,dekalb co GA,2012,567602,73,119,1787,1437,9485,16092,4845,3423,30598,34021
33,GA04402,dekalb co GA,2013,522329,60,128,1845,1263,9256,16630,4044,3299,30103,33402
33,GA04402,dekalb co GA,2014,525824,90,157,1814,1489,8511,16155,4397,3546,29195,32741
33,GA04402,dekalb co GA,2015,532601,69,142,1820,1552,6850,13822,3731,3587,24532,28119
33,GA04402,dekalb co GA,2016,522589,76,137,1595,1643,6024,14072,3791,3452,24028,27480
33,GA04402,dekalb co GA,2017,526006,89,110,1249,1734,4994,15029,3223,3184,23368,26552
33,GA04402,dekalb co GA,2018,531528,82,169,1234,1601,4410,13862,3201,3087,21580,24667
33,GA04402,dekalb co GA,2019,525730,85,78,778,1283,2428,9818,2323,2224,14645,16869
33,GA04402,dekalb co GA,2020,525376,112,175,763,1659,1888,8818,2428,2723,13217,15940
34,CODPD00,denver CO,1990,467610,67,363,1312,2451,9339,16792,5933,4205,32501,36706
34,CODPD00,denver CO,1991,479468,88,421,1635,2884,9180,16530,5814,5034,31935,36969
34,CODPD00,denver CO,1992,492672,95,431,1804,2967,8897,17892,8084,5303,35319,40622
34,CODPD00,denver CO,1993,498402,74,389,1863,2922,9128,17858,7558,5252,34984,40236
34,CODPD00,denver CO,1994,511085,81,351,1714,2545,7759,16723,6246,4706,31147,35853
34,CODPD00,denver CO,1995,505843,81,311,1413,2543,7410,17761,5241,4357,30801,35158
34,CODPD00,denver CO,1996,516224,64,356,1327,2083,7788,17269,5425,3832,30862,34694
34,CODPD00,denver CO,1997,525793,69,356,1253,1857,6456,14755,5768,3535,27378,30913
34,CODPD00,denver CO,1998,509343,51,318,1064,1481,5900,12889,5322,2916,24445,27361
34,CODPD00,denver CO,1999,509624,63,236,1038,1559,5409,13475,4993,2909,24162,27071
34,CODPD00,denver CO,2000,554636,32,287,1039,1518,4983,12842,5592,2885,23773,26658
34,CODPD00,denver CO,2001,569653,45,317,1250,1462,5642,14621,6935,3074,27543,30617
34,CODPD00,denver CO,2002,581105,51,321,1191,1541,6099,15380,7442,3104,29193,32297
34,CODPD00,denver CO,2003,565905,63,304,1421,1743,7097,14839,7128,3531,29292,32823
34,CODPD00,denver CO,2004,563688,87,243,1442,2718,7322,15590,7538,4490,30616,35106
34,CODPD00,denver CO,2005,564552,59,279,1429,2642,7341,18506,8006,4446,34107,38553
34,CODPD00,denver CO,2006,568465,51,316,1280,2651,6533,13369,6337,4324,26436,30760
34,CODPD00,denver CO,2007,573387,47,272,1039,2148,5691,11594,5113,3528,22581,26109
34,CODPD00,denver CO,2008,592881,40,275,956,2081,5168,10595,3585,3359,19497,22856
34,CODPD00,denver CO,2009,604680,35,324,931,2166,4755,12626,3486,3473,21003,24476
34,CODPD00,denver CO,2010,600158,28,360,943,2045,4505,12951,3230,3387,20816,24203
34,CODPD00,denver CO,2011,610612,37,387,1143,2142,4867,14039,3587,3718,22588,26306
34,CODPD00,denver CO,2012,628545,39,371,1168,2295,5131,14546,3669,3885,23444,27329
34,CODPD00,denver CO,2013,648981,41,497,1133,2400,4927,15337,3491,4093,23851,27944
34,CODPD00,denver CO,2014,665353,31,445,1088,2412,4558,14404,3443,4002,22543,26545
34,CODPD00,denver CO,2015,682418,53,538,1230,2548,4796,15011,4374,4399,24293,28692
34,CODPD00,denver CO,2016,699259,57,528,1160,2813,4675,15638,4788,4597,25195,29792
34,CODPD00,denver CO,2017,706616,59,665,1232,2784,4331,16021,5560,4774,26041,30815
34,CODPD00,denver CO,2018,720745,65,710,1213,3277,4021,17387,5340,5294,26865,32159
34,CODPD00,denver CO,2019,728941,67,689,1205,3474,3967,18027,5294,5459,27395,32854
34,CODPD00,denver CO,2020,737709,97,649,1218,4344,5223,20662,8409,6329,34454,40783
35,MI82349,detroit MI,1990,1027974,582,1437,13010,12498,26063,41139,30376,27747,98884,126631
35,MI82349,detroit MI,1991,1036246,615,1232,13569,12651,26059,44019,28740,28262,100342,128604
35,MI82349,detroit MI,1992,1044128,595,1065,12194,12433,22048,41407,27344,26447,92137,118584
35,MI82349,detroit MI,1993,1020062,579,0,13591,12999,23092,42818,28061,27169,95190,122359
35,MI82349,detroit MI,1994,1022283,541,983,12772,13042,22156,42631,29569,27471,95201,122672
