id,exp,stratum,site,pre.unemp,pre.age,pre.male,pre.race,pre.marr,pre.educ,pre.empl,pre.activ,pre.illeg,pre.months,pre.hours,pre.earned,trt.months,trt.hours,trt.earned,out.months,out.hours,out.earned
209962,contr,drug,10,7.4666667,20-29,0,black,nev married,dipl,not empl,other,487.4992676,0,0,0,0,0,0,0,0,0
210540,exper,drug,40,7.8999996,30-39,1,black,married,dipl,empl,other,0,7,101.1108704,279.8605957,13,2253.3328,7089.332,0,0,0
210595,contr,crim,4,7.333333,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,3,519.99994,931.66663,0,0,0
210650,exper,drop,20,12.7,16-19,1,black,nev married,no cred,empl,,184.1664429,6,64.99995422,324.9997559,12,2079.9995,8579.998,9,1559.9998,6586.6646
210870,exper,drop,6,8.7999992,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,,,,,,
211235,contr,afdc,25,8.333333,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,,,
211345,contr,drug,48,8.3666668,20-29,1,black,nev married,no cred,not empl,home,0,1,7.222219467,32.49996948,2,259.99997,617.5,,,
211390,exper,afdc,8,5.2499995,30-39,0,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,18,3033.3323,11143.161,,,
211617,exper,crim,14,9.6333332,20-29,1,white,sep/div/wid,dipl,empl,unempl,361.1098633,0,0,0,16,2773.3325,8709.999,,,
211727,contr,crim,8,5.2499995,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,,,,,,
211976,exper,afdc,9,8.1999998,30-39,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,8,1386.6665,3986.6663,0,0,0
212140,contr,crim,28,11.2,30-39,1,white,sep/div/wid,no cred,empl,unempl,0,0,0,0,2,259.99997,1131,,,
212166,exper,crim,12,7.4999995,20-29,1,black,nev married,dipl,not empl,home,0,0,0,0,1,173.33331,476.66666,,,
212221,exper,crim,14,11.266666,20-29,1,black,nev married,dipl,empl,unempl,0,0,0,0,3,433.33328,866.66663,0,0,0
212331,contr,crim,15,8.166666,16-19,1,hispan,nev married,no cred,empl,unempl,0,1,14.44443989,32.49996948,3,346.66663,1040,,,
212742,exper,crim,42,10.566667,16-19,1,black,nev married,dipl,empl,other,0,2,28.88882446,70.77772522,14,2339.9993,7702.4976,,,
212917,exper,crim,20,11.533333,20-29,1,black,married,dipl,empl,,0,2,28.88882446,112.305481,18,3119.999,9360,9,1473.3331,5351.6665
212975,contr,crim,9,8.1999998,20-29,1,black,married,no cred,empl,unempl,0,2,28.88882446,62.11105347,0,0,0,,,
213039,exper,afdc,15,8.2333326,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,18,3119.999,9125.998,,,
213068,contr,crim,28,11.299999,40-49,1,black,sep/div/wid,no cred,empl,unempl,0,10,92.44412231,320.6665039,0,0,0,0,0,0
213259,contr,drop,15,7.6999993,16-19,1,hispan,nev married,no cred,not empl,unempl,0,0,0,0,15,2513.3325,8911.4971,,,
213453,contr,crim,25,8.333333,20-29,1,black,nev married,no cred,empl,other,649.9995117,6,64.99995422,433.3325195,,,,,,
213466,exper,drop,15,8.7999992,16-19,1,black,nev married,no cred,empl,home,0,2,18.777771,38.99996948,15,2599.9993,7791.3306,8,1700.8331,6097
213783,exper,afdc,25,8.6999998,20-29,0,black,sep/div/wid,dipl,not empl,,0,0,0,0,14,2253.3328,6998.3291,,,
213819,exper,crim,8,11.299999,40-49,1,hispan,nev married,dipl,empl,home,0,1,9.027774811,26.72218323,15,2599.9993,7553.001,9,1755,8579.9971
213932,exper,afdc,20,8.6333332,30-39,0,black,nev married,dipl,not empl,,0,0,0,0,18,2838.3333,10027.328,,,
214067,contr,drug,8,12.7,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,9,1559.9998,2340,9,1559.9998,5693.9985
214135,exper,afdc,15,8.3999996,30-39,0,hispan,sep/div/wid,no cred,empl,home,0,7,93.88868713,220.6386871,18,3033.3323,12070.497,,,
214326,contr,drug,6,7.5333333,40-49,1,black,sep/div/wid,no cred,not empl,other,2599.999512,0,0,0,,,,,,
214821,exper,drug,10,6.5999999,20-29,1,black,nev married,dipl,empl,unempl,0,1,10.8333292,21.66664124,8,1213.3331,3124.333,,,
214847,exper,afdc,42,10.566667,40-49,0,black,sep/div/wid,no cred,empl,unempl,0,3,40.08326721,113.7499695,10,1559.9998,4632.333,,,
215121,contr,drug,8,7.2999997,30-39,1,black,sep/div/wid,dipl,empl,other,0,10,136.4996948,595.831543,12,1906.6661,9323.1621,,,
215383,contr,drop,18,8.1999998,16-19,1,white,nev married,no cred,empl,unempl,0,6,43.33322144,101.8331909,6,953.33325,2383.3333,,,
215574,contr,drop,6,8.7999992,20-29,1,hispan,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
215749,exper,drug,16,8.2666664,30-39,1,black,sep/div/wid,no cred,not empl,home,18.05554199,0,0,0,6,844.99988,2166.6665,9,155.99997,1949.9998
215794,contr,afdc,10,5.6666665,20-29,0,black,sep/div/wid,no cred,empl,home,0,6,43.33322144,119.1664581,12,1906.6663,6140.333,,,
215998,exper,drop,6,8.7999992,20-29,1,black,married,no cred,empl,unempl,288.8886719,6,86.66647339,285.9997559,7,899.16663,3122.1658,0,0,0
216191,contr,drop,24,13.366666,16-19,1,black,nev married,no cred,not empl,work,866.6645508,8,46.22207642,144.4442902,9,1005.3332,3509.999,9,1559.9998,6239.9971
216421,exper,crim,35,11.266666,16-19,1,black,nev married,dipl,not empl,unempl,0,0,0,0,9,1559.9998,4016.9995,0,0,0
216764,contr,crim,14,11.266666,40-49,1,black,nev married,dipl,not empl,unempl,0,0,0,0,3,140.83328,173.33328,,,
217051,exper,afdc,18,8.1999998,40-49,0,black,nev married,no cred,not empl,other,0,0,0,0,13,2166.6663,6326.666,,,
217080,exper,drug,48,8.3666668,20-29,1,black,nev married,dipl,not empl,unempl,227.4999695,0,0,0,0,0,0,,,
217132,exper,drop,12,7.4999995,16-19,1,hispan,nev married,no cred,not empl,other,0,0,0,0,9,1234.9999,3195.833,,,
217349,exper,afdc,28,10.566667,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,3,433.33328,1300,,,
217420,contr,crim,42,11.299999,16-19,1,black,nev married,no cred,empl,other,0,0,0,0,0,0,0,,,
217585,exper,afdc,15,8.9666662,20-29,0,black,nev married,dipl,not empl,,0,0,0,0,13,2166.6663,6716.6626,,,
217763,contr,crim,28,11.266666,30-39,1,white,nev married,dipl,not empl,unempl,144.444397,0,0,0,0,0,0,3,368.33331,2405
218021,contr,crim,6,7.7333331,20-29,1,black,nev married,no cred,empl,unempl,33.22216797,0,0,0,0,0,0,,,
218089,contr,afdc,25,8.9666662,50-59,0,black,married,dipl,not empl,home,0,0,0,0,10,823.33319,2305.333,,,
218102,exper,drug,32,8.3666668,20-29,0,white,nev married,no cred,not empl,other,0,0,0,0,,,,,,
218319,exper,afdc,21,9.0666666,20-29,0,black,sep/div/wid,dipl,empl,unempl,0,6,79.44424438,248.2636261,2,346.66663,996.66663,,,
218393,contr,afdc,12,7.3999996,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,1,86.666656,223.16666,,,
218665,contr,drug,40,8.4666662,20-29,1,black,sep/div/wid,dipl,not empl,,0,0,0,0,0,0,0,,,
218704,contr,afdc,20,8.9666662,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
218717,exper,crim,30,8.7333326,20-29,1,black,nev married,no cred,empl,,722.2202148,5,72.22206116,234.7220154,8,1386.6665,5893.332,,,
218720,exper,crim,15,8.833333,16-19,1,hispan,nev married,no cred,empl,unempl,0,2,17.33332825,39.72216797,,,,,,
218791,contr,drug,12,13.366666,20-29,1,hispan,married,no cred,empl,,324.9997559,0,0,0,,,,,,
218953,exper,crim,8,7.2999997,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,9,1299.9996,4285.666,9,1559.9998,5850
219075,contr,drug,6,7.3999996,30-39,0,black,sep/div/wid,dipl,not empl,,2599.999023,0,0,0,0,0,0,0,0,0
219143,contr,drug,8,12.066667,20-29,1,white,married,dipl,empl,home,324.9995117,6,86.66647339,270.8327637,13,2797.1663,9533.3301,2,346.66663,1460.333
219350,contr,crim,8,7.7666659,20-29,1,black,married,dipl,not empl,unempl,0,0,0,0,0,0,0,0,0,0
219363,contr,crim,10,7.5999999,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,4,433.33328,1083.3333,,,
219583,contr,drop,8,13.933333,20-29,0,hispan,nev married,no cred,empl,unempl,0,1,17.33332825,28.88885498,1,173.33331,312,4,519.99994,1689.999
219619,contr,afdc,24,9.5333328,30-39,0,black,sep/div/wid,no cred,empl,home,0,2,21.66662598,46.04162598,12,1744.1663,7225.8296,,,
219907,exper,afdc,6,7.3999996,30-39,0,hispan,sep/div/wid,dipl,not empl,home,0,0,0,0,,,,,,
220161,exper,drop,6,8.166666,20-29,1,black,nev married,no cred,not empl,other,101.1110382,0,0,0,18,3033.3323,8980.8311,,,
220637,contr,drop,6,8.4333334,20-29,1,hispan,nev married,no cred,empl,unempl,0,5,72.22206116,162.499939,0,0,0,,,
220909,contr,drug,4,7.2666664,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,0,0,0
220912,contr,drug,40,9,20-29,1,black,nev married,no cred,empl,home,0,2,10.83333206,20.94442749,2,78,227.49998,0,0,0
221021,exper,afdc,6,7.2666664,30-39,0,black,sep/div/wid,no cred,empl,unempl,0,0,0,0,16,2426.6663,6851,0,0,0
221034,exper,drop,4,6.5333328,16-19,1,black,nev married,no cred,empl,home,0,3,32.13882446,57.4165802,18,3119.999,9086.998,,,
221050,contr,afdc,4,7.5666661,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
221063,exper,drug,24,14.033333,20-29,1,black,sep/div/wid,dipl,empl,other,0,8,85.2220459,389.6379395,9,927.33325,3102.6665,8,1126.6665,7605
221089,exper,drug,8,14.033333,20-29,1,black,nev married,no cred,empl,unempl,0,11,158.8885498,259.9997559,,,,,,
221131,contr,afdc,18,8.5333328,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
221539,exper,drop,2,7.0999994,20-29,1,black,nev married,no cred,empl,home,0,1,7.222219467,16.97221375,17,2859.999,9268.998,9,1559.9998,6239.9971
221568,exper,drug,8,,,1,,married,,,other,,,,,0,0,0,,,
222143,contr,drug,10,7.2666664,20-29,1,black,married,no cred,not empl,unempl,216.6666412,0,0,0,0,0,0,,,
222321,contr,drop,16,13.933333,16-19,1,black,nev married,no cred,empl,school,0,1,14.44443989,37.19441223,13,1473.333,4047.3325,5,866.66656,3033.3325
222541,exper,crim,9,7.7333331,20-29,1,hispan,nev married,no cred,not empl,home,0,0,0,0,3,433.33328,1300,,,
222745,exper,crim,25,8.7333326,20-29,1,black,nev married,dipl,not empl,,0,0,0,0,15,2794.9998,7058.9966,,,
223142,contr,afdc,10,7.5999999,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
223333,exper,drop,32,8.833333,16-19,1,black,nev married,no cred,empl,home,0,10,72.22200012,285.2773438,5,597.99994,1332.5,9,351,1287
223605,exper,afdc,15,9.8666668,20-29,0,black,nev married,no cred,not empl,,0,0,0,0,12,1819.9996,5282.333,0,0,0
223692,contr,crim,10,8.5666666,40-49,1,black,sep/div/wid,dipl,not empl,other,0,0,0,0,17,2963.9993,12635.997,,,
223744,contr,afdc,5,8.6999998,20-29,0,black,sep/div/wid,dipl,empl,unempl,0,1,9.027774811,14.44443989,15,2513.3328,7258.3335,9,1559.9998,5850
223838,exper,drop,6,8.4333334,20-29,1,black,nev married,no cred,empl,unempl,866.6662598,3,45.49996948,101.833252,10,1317.3331,3163.3333,7,892.66656,1612
224060,exper,drug,48,8.3999996,20-29,1,black,sep/div/wid,no cred,not empl,home,866.6662598,0,0,0,13,1646.6664,3806.8333,0,0,0
224316,contr,crim,16,8.5999994,20-29,1,black,nev married,no cred,empl,home,0,0,0,0,0,0,0,8,346.6665,2426.6663
224413,exper,drop,12,8.1999998,16-19,1,hispan,nev married,no cred,empl,unempl,0,3,43.33325195,97.49996948,15,2231.666,7600.666,,,
224426,contr,drug,8,12.733333,20-29,1,black,nev married,dipl,empl,unempl,0,4,72.22213745,209.4443054,6,541.66663,2513.3333,0,0,0
224455,contr,drug,32,8.6333332,20-29,1,black,nev married,dipl,not empl,school,0,0,0,0,0,0,0,0,0,0
224523,contr,afdc,4,7.2666664,40-49,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
224581,exper,drug,20,14.033333,20-29,1,black,married,dipl,empl,unempl,0,6,129.999939,324.9997559,,,,,,
224633,contr,crim,16,8.833333,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,,,,,,
224743,contr,afdc,30,9.5333328,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,,,,,,
225535,contr,afdc,15,8.6999998,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,9,1170,2340,,,
225564,contr,drug,8,13.7,30-39,1,black,married,no cred,not empl,home,433.3330078,12,77.99995422,649.9995117,0,0,0,,,
225687,contr,crim,20,11.299999,20-29,1,black,nev married,no cred,empl,unempl,0,2,21.66662598,70.05551147,18,2495.9998,11700,1,190.66666,684.6665
225742,contr,drug,12,12.166666,20-29,1,hispan,nev married,no cred,empl,school,72.22218323,9,64.99981689,227.4996948,9,1618.4998,6597.499,,,
226013,exper,drug,20,11.266666,20-29,1,hispan,sep/div/wid,dipl,empl,other,0,9,81.24975586,129.9996948,,,,,,
226123,contr,crim,54,11.333333,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,4,606.66663,1410.5
226152,exper,afdc,4,7.2666664,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,,,,,,
226194,contr,drug,6,7.0999999,20-29,1,black,sep/div/wid,no cred,empl,home,379.1660156,1,7.222219467,21.66664124,,,,,,
226686,exper,crim,12,11.533333,20-29,1,hispan,nev married,no cred,empl,,0,0,0,0,0,0,0,9,663,2762.5
227520,contr,crim,8,7.3999996,20-29,1,hispan,nev married,no cred,not empl,,0,0,0,0,15,1845.9998,8813.999,,,
227575,contr,crim,12,7.3999996,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,10,1646.6664,5824,9,520,3390.8333
227805,exper,afdc,30,9.9333334,40-49,0,hispan,sep/div/wid,no cred,not empl,,0,0,0,0,0,0,0,0,0,0
228024,exper,drug,4,7.6333327,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,0,0,0,0,0,0
228053,contr,crim,12,6.8666663,20-29,1,black,sep/div/wid,dipl,empl,unempl,252.77771,0,0,0,10,1533.9998,5308.3315,9,1473.3331,6110
228202,exper,drug,6,7.5333333,20-29,1,black,sep/div/wid,dipl,empl,unempl,1083.329346,10,153.1109314,431.5258789,8,1213.3331,4506.666,8,1386.6665,6760
228338,exper,crim,15,8.6333332,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,,,,,,
228341,exper,drop,12,8.7999992,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
228367,exper,drug,16,13,20-29,1,black,married,dipl,empl,unempl,433.3325195,4,54.88882446,213.0553589,,,,,,
228561,contr,drop,18,8.1999998,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
228723,exper,crim,36,11.099999,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,6,779.99988,2028,0,0,0
228778,contr,crim,18,11.266666,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,5,693.33325,3466.666,7,1716,5958.3315
228833,exper,drop,6,6.8999991,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,6,953.33325,2361.6665,,,
228862,contr,drug,20,14.033333,20-29,1,black,married,dipl,not empl,other,1155.552002,0,0,0,0,0,0,3,433.33328,1397.5
228888,contr,drug,8,13.933333,20-29,1,black,nev married,dipl,empl,work,2166.663574,8,108.3330994,595.8312988,18,3826.3333,39134.328,6,953.33325,6006
228998,contr,afdc,30,8.6999998,20-29,0,black,sep/div/wid,no cred,empl,unempl,0,0,0,0,0,0,0,,,
229308,contr,crim,4,7.7666659,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,13,2599.9998,10562.496,0,0,0
229447,exper,drug,20,12.166666,20-29,1,white,nev married,no cred,empl,,18.05554199,6,54.1665802,189.583252,0,0,0,,,
229560,contr,drug,42,11.299999,20-29,1,black,nev married,dipl,empl,unempl,0,2,20.04165649,36.11108398,14,1841.6663,6077.5,1,86.666656,325
229638,contr,afdc,28,11.266666,20-29,0,black,nev married,dipl,empl,work,0,1,6.319440842,27.08331299,0,0,0,,,
230135,contr,afdc,42,9.0666666,20-29,0,black,sep/div/wid,dipl,not empl,school,0,0,0,0,0,0,0,,,
230203,exper,crim,45,11.166666,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,3,546,1430,5,463.66663,1755
230261,exper,afdc,20,6.0999999,50-59,0,white,married,dipl,not empl,unempl,0,0,0,0,0,0,0,0,0,0
230313,contr,drug,32,8.6333332,30-39,0,black,nev married,dipl,not empl,home,0,0,0,0,0,0,0,0,0,0
230452,contr,drug,12,12.066667,20-29,1,white,nev married,dipl,empl,unempl,0,0,0,0,6,888.33325,3007.3328,9,1473.3331,6170.6641
230601,contr,drug,24,14.033333,20-29,1,white,nev married,no cred,empl,,19.86109924,3,30.69436646,65.18049622,9,942.49994,3347.4995,8,1109.3331,4160
230656,contr,crim,15,10.666666,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,1,86.666656,312,4,693.33325,2600
230685,exper,drug,48,8.5,30-39,1,black,married,dipl,empl,unempl,129.9999695,2,28.88882446,119.1666412,13,2166.6663,7453.3315,0,0,0
231367,exper,crim,20,9.2333326,20-29,1,black,nev married,no cred,empl,,0,3,48.74996948,135.4165955,9,1559.9998,3899.9995,9,974.99982,3899.9995
231642,exper,afdc,21,10.433333,30-39,0,hispan,sep/div/wid,dipl,not empl,home,0,0,0,0,18,3033.3328,13714.998,,,
231671,contr,afdc,15,10.666666,40-49,0,black,nev married,no cred,empl,home,0,1,14.44443989,32.49996948,0,0,0,0,0,0
231891,contr,drop,12,8.7999992,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,3,433.33328,1354.1663,3,519.99994,1950
231901,contr,crim,6,6.8666663,20-29,1,black,nev married,dipl,empl,other,1083.333008,0,0,0,,,,,,
232081,contr,crim,16,,,1,,nev married,dipl,,other,,,,,14,1234.9996,3258.6667,0,0,0
232188,contr,crim,28,10.566667,20-29,1,black,sep/div/wid,dipl,empl,unempl,243.7498779,0,0,0,0,0,0,,,
232311,contr,drug,12,11.933333,20-29,0,black,sep/div/wid,no cred,empl,school,834.1662598,4,57.77766418,145.8888092,3,119.16665,578.49963,,,
232340,contr,drug,35,11.099999,20-29,1,black,nev married,no cred,empl,unempl,0,2,21.66662598,70.41659546,10,1351.9999,5360.3315,6,693.33325,2170.9995
232502,exper,crim,18,11.133333,20-29,1,black,sep/div/wid,no cred,empl,home,194.9998932,3,49.11103821,126.388855,8,1299.9999,4298.6665,,,
232515,exper,drug,8,,,1,,nev married,,,other,,,,,11,1733.3331,4818.6665,0,0,0
232780,exper,crim,28,10.566667,20-29,1,black,nev married,dipl,empl,unempl,541.6662598,3,36.11103821,90.27770996,6,572,2015,,,
232984,contr,drug,24,8.6333332,20-29,1,black,sep/div/wid,no cred,not empl,school,0,0,0,0,,,,,,
233022,contr,crim,9,8.2333326,20-29,1,black,married,no cred,empl,home,0,3,43.33325195,194.9999695,,,,,,
233035,contr,drug,6,7.5999999,30-39,0,black,married,no cred,not empl,home,0,0,0,0,13,2166.666,5841.333,,,
233394,exper,crim,12,7.5333333,30-39,1,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,4,693.33325,1733.3333,0,0,0
233831,exper,afdc,35,10.433333,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
233857,exper,crim,15,9.9333334,20-29,1,black,nev married,no cred,empl,,0,1,14.44443989,43.33331299,9,1559.9998,4835.9971,9,1559.9998,6044.9985
234021,contr,drop,36,10.033333,16-19,1,black,nev married,no cred,empl,unempl,162.4999084,1,12.63888359,28.88885498,0,0,0,,,
234212,contr,crim,20,8.7333326,20-29,1,hispan,nev married,no cred,not empl,other,0,0,0,0,16,2651.9993,8361.1621,,,
234393,exper,drop,16,8.5333328,20-29,1,black,nev married,no cred,empl,unempl,0,0,0,0,1,86.666656,227.5,0,0,0
234487,contr,drug,24,11.933333,16-19,1,black,nev married,no cred,empl,unempl,0,12,166.1107178,402.637207,6,953.33325,2717,,,
234704,exper,drug,8,,,1,black,nev married,dipl,not empl,other,0,0,0,0,8,1299.9999,3575,0,0,0
234827,exper,drop,12,7.4999995,16-19,0,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
234966,exper,afdc,10,8.6999998,30-39,0,hispan,nev married,no cred,not empl,,0,0,0,0,8,1386.6665,3952,,,
234979,exper,drug,8,6.4000001,20-29,0,black,nev married,dipl,not empl,home,270.8330078,0,0,0,18,2946.666,8816.165,,,
234995,contr,drop,6,8.7999992,20-29,0,black,nev married,no cred,empl,home,0,0,0,0,2,52,130,0,0,0
235198,contr,drop,40,8.833333,16-19,1,black,nev married,no cred,not empl,school,108.3330231,0,0,0,7,1126.6665,1408.3331,0,0,0
235318,contr,drop,20,13.066667,16-19,1,black,nev married,no cred,empl,unempl,0,7,62.83325195,138.6665192,5,615.33325,2610.8325,1,173.33331,650
235473,contr,drug,6,7.8333325,20-29,1,hispan,married,no cred,empl,unempl,0,7,93.88868713,375.5546875,,,,,,
235648,contr,drug,28,11.133333,30-39,1,black,sep/div/wid,no cred,empl,school,0,10,137.2218628,0,6,838.5,2894.6655,0,0,0
235994,contr,afdc,10,7.5999999,20-29,0,black,married,no cred,empl,home,0,12,8.666654587,64.99996948,16,2599.9993,7236.6675,9,1481.9998,5382
236168,contr,crim,21,10.933333,20-29,0,black,sep/div/wid,dipl,empl,,0,6,79.44424438,222.4441528,3,346.66663,693.33331,2,259.99997,728
236207,contr,drop,24,13.066667,16-19,1,black,nev married,no cred,empl,unempl,0,0,0,0,6,181.99998,3120,0,0,0
236236,contr,crim,42,11.066667,16-19,1,black,nev married,dipl,not empl,unempl,216.6664581,0,0,0,0,0,0,0,0,0
236838,contr,drug,32,8.3666668,20-29,1,black,nev married,no cred,not empl,unempl,1191.666016,5,28.88882446,72.22206116,5,572,3444.999,,,
236841,exper,crim,48,8.5333328,20-29,1,black,sep/div/wid,dipl,empl,other,0,1,7.222219467,31.59718323,0,0,0,0,0,0
236896,contr,drug,12,7.8333325,20-29,1,black,sep/div/wid,no cred,not empl,other,29.06930542,0,0,0,0,0,0,,,
237374,exper,afdc,4,7.5999999,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,13,2166.6663,6500,0,0,0
237413,exper,drug,20,12.166666,20-29,1,black,nev married,no cred,empl,,0,6,86.66647339,227.4999084,10,1733.333,5037.4995,,,
238409,contr,drug,12,13.166666,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
238548,exper,afdc,25,8.6999998,20-29,0,black,sep/div/wid,dipl,empl,,0,9,49.11091614,110.8610382,9,1559.9998,5733,,,
238661,contr,afdc,14,10.433333,20-29,0,black,nev married,dipl,empl,other,0,3,43.33325195,129.9999695,13,2166.666,9214.8301,,,
238726,contr,drop,12,7.6999993,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,17,2773.3325,7956,,,
238742,contr,crim,28,10.933333,20-29,1,black,nev married,dipl,empl,unempl,36.11108398,3,32.49996948,129.9999695,,,,,,
238807,exper,crim,21,11.266666,20-29,1,black,married,dipl,empl,unempl,0,4,57.77766418,202.2221375,11,1594.6665,4658.3325,4,346.66666,498.33331
238975,exper,drop,6,8.7999992,20-29,1,black,nev married,no cred,empl,home,0,2,27.44441223,61.38882446,2,346.66663,0,0,0,0
239563,contr,crim,18,11.066667,50-59,1,white,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,,,
239686,exper,crim,20,11.533333,20-29,1,black,nev married,no cred,empl,,0,0,0,0,9,1559.9998,4484.9995,,,
239699,exper,crim,12,7.5999999,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,5,866.66656,2470,0,0,0
239770,exper,crim,12,6.8666663,20-29,1,black,married,no cred,not empl,other,0,0,0,0,5,866.66656,2599.9993,,,
239796,contr,crim,10,9.9333334,30-39,1,black,nev married,dipl,not empl,work,0,7,37.91664124,505.5541992,11,1819.9995,7691.666,4,693.33325,2600
240206,contr,drug,10,7.2999997,20-29,1,black,married,no cred,empl,unempl,2166.663574,5,72.22206116,252.7776489,9,294.6666,2578.3328,5,682.49994,2729.9993
240390,contr,afdc,8,7.2999997,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
240594,exper,crim,24,8.5,20-29,1,black,married,no cred,empl,other,0,7,106.1665802,303.3330078,,,,0,0,0
240837,exper,drug,40,8.666666,20-29,1,hispan,nev married,no cred,empl,,0,4,52.36103821,75.83326721,,,,,,
240963,exper,drop,40,8.666666,16-19,1,black,nev married,no cred,empl,other,0,7,39.72207642,112.3053894,,,,8,1213.3333,6499.999
241001,exper,crim,30,10.666666,20-29,1,black,nev married,dipl,not empl,,0,0,0,0,4,173.33325,624,6,519.99994,1377.9999
241043,exper,drop,6,6.3666663,16-19,0,black,nev married,no cred,not empl,home,0,0,0,0,9,1473.3331,4235.833,,,
241205,exper,afdc,20,10.099999,30-39,0,black,sep/div/wid,no cred,empl,home,0,4,50.55545044,80.88879395,17,2859.999,9548.4941,3,519.99994,1950
241289,exper,drug,20,12.166666,20-29,1,hispan,married,dipl,empl,,0,6,39.72212219,347.5683594,,,,,,
241292,contr,afdc,20,10.666666,30-39,0,black,nev married,no cred,empl,home,0,5,72.22206116,158.8887024,8,1299.9998,4846.8325,9,1559.9998,7331.9985
241302,exper,drug,12,13.933333,20-29,1,black,nev married,no cred,empl,other,0,2,28.88882446,129.9999695,16,2621.666,7355.8325,3,519.99994,1456
241399,exper,drug,20,14.033333,20-29,1,black,nev married,dipl,empl,unempl,794.442627,0,0,0,13,2166.6663,6755.667,5,585,3899.9993
241564,contr,crim,12,7.0999999,20-29,1,black,nev married,no cred,empl,unempl,606.6645508,0,0,0,1,104,465.83325,9,1559.9998,7409.9971
241577,contr,drop,5,7.6666665,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
241700,exper,afdc,25,9.8666668,30-39,0,black,sep/div/wid,no cred,empl,,0,9,87.74995422,74.74981689,11,1503.6664,4502.3335,2,129.99998,520
241771,contr,drug,12,11.533333,20-29,1,black,married,no cred,empl,,0,3,43.33325195,89.91659546,18,2729.9998,9923.332,3,519.99994,1689.999
242233,exper,drug,32,8.166666,20-29,1,black,nev married,dipl,empl,other,0,4,64.99987793,197.8888092,0,0,0,0,0,0
242343,contr,afdc,5,7.4333329,20-29,0,black,sep/div/wid,no cred,empl,home,0,1,6.499997139,8.666664124,17,2773.3325,6959.3335,6,953.33325,2621.6665
242466,exper,afdc,21,11.266666,20-29,0,white,nev married,dipl,empl,school,0,0,0,0,9,1559.9998,4680,1,65,0
242505,contr,drug,6,7.4666667,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,0,0,0,0,0,0
242592,exper,crim,8,7.5999999,20-29,1,black,nev married,dipl,empl,other,0,3,43.33325195,129.9999695,,,,,,
